SMILES,uniprot_id1,uniprot_id2,scores,5AAN,id,qeppi,sas,tox,bbbp,model,docking 5AAN,docking 6QI4,6QI4
NCC(=O)c1cc2c(c(-c3ccc(C(N)=S)c(S(N)(=O)=O)c3)c1)OCO2,P62166,Q9NPQ8,0.0113015633420859,-4.83109,541_ric8_virtual_library,0.5311744342480447,2.763447907665178,0.0,1,Freed2,-6.6,-6.7,-6.516
O=C1C[C@@H](Nc2ncnc3ccc(Br)cc23)C(=O)N1,P62166,Q9NPQ8,0.0298436846098061,-4.82716,95_ric8_virtual_library,0.6639904142121347,2.897039193931056,0.0,1,Hgraph,-6.9,-6.4,-5.88179
O=C1C[C@H](Nc2ncnc3ccc(Br)cc23)C(=O)N1,P62166,Q9NPQ8,0.1845389099134847,-4.82351,95_ric8_virtual_library,0.6639904142121347,2.897039193931056,0.0,1,Hgraph,-6.7,-6.0,-5.55333
CC(=O)N[C@@H](C)c1ccc(C2=C(c3ccc(OCC(=O)[O-])cc3)C(=O)NC2=O)cc1,P62166,Q9NPQ8,0.270255718158282,-4.81864,112_ric8_virtual_library,0.7154901689448341,3.072973581878124,0.0,1,Hgraph,-7.4,-6.8,-5.79102
[H]/N=C/c1cc(-c2ccc(S(N)(=O)=O)c(Cl)c2)ccc1C(=O)[C@@H](N)CC,P62166,Q9NPQ8,0.154090659643778,-4.81746,45_ric8_virtual_library,0.7011284775151816,3.663971241701701,0.0,1,Freed2,0.0,0.0,-6.68159
O=C1C[C@H]([NH2+]CC(=O)Nc2ccc3oc(=O)ccc3c2)C(=O)N1,P62166,Q9NPQ8,0.1355362272344248,-4.81651,402_ric8_virtual_library,0.6009417805091173,3.6624854474434887,0.0,1,Hgraph,-7.2,-7.3,-3.42578
C[C@H](NC(=O)CCC[C@@]1(C)NC(=O)NC1=O)c1ccc(-c2ccc([NH+](C)C)cc2)cc1,P62166,Q9NPQ8,0.346741268073769,-4.81607,26_ric8_virtual_library,0.4826318785470119,3.892444224448584,0.0,1,Synthemol,-7.6,-8.4,-5.80022
C[C@H](c1ccc(C(=O)C=O)cc1-c1cccc2c(S(N)(=O)=O)ccnc12)[C@@H](N)C=O,P62166,Q9NPQ8,0.2312069469061302,-4.81538,49_ric8_virtual_library,0.6723251240751414,3.742835920136148,0.0,1,Freed2,-6.9,-6.5,-5.9875
Cc1noc(-c2ccc(N(C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C(C)C)cc2)c1Cl,P62166,Q9NPQ8,0.0844404284661301,-4.80975,293_ric8_virtual_library,0.7913958605651493,3.440184368188702,0.0,1,Hgraph,-7.9,-7.7,-5.7168
CC(=O)N[C@@H](C)C(=O)Nc1ccc([N-]S(=O)(=O)c2ccc(C)c(Cl)c2)cc1Cl,P62166,Q9NPQ8,0.0365036330632063,-4.80832,433_ric8_virtual_library,0.8228594183267631,3.474390000197406,0.0,1,Taiga,-8.1,-8.3,-3.66979
Cc1ccc(S(=O)(=O)Br)cc1NCC(=O)Nc1ccc(S(N)(=O)=O)cc1,P62166,Q9NPQ8,0.1370455286469456,-4.80785,211_ric8_virtual_library,0.6630078014328077,2.3123097092438805,0.0,1,Taiga,-7.4,-7.5,-4.85474
C=Cc1ccc([N+](=O)[O-])c(-c2cc(C=C)ccc2S(N)(=O)=O)c1,P62166,Q9NPQ8,0.00640098218656,-4.80655,557_ric8_virtual_library,0.7434722047210857,2.6846104925768106,0.0,1,Freed2,-7.0,-6.9,-5.16658
C#Cc1ccc([S@@](C)=O)cc1-c1cccc2c(C(N)=O)ccnc12,P62166,Q9NPQ8,0.2486651494736111,-4.80216,172_ric8_virtual_library,0.6726672293752526,3.2791893766315354,0.0,1,Freed2,-7.6,-7.4,-7.15994
Cc1c(N)cccc1N1C(=O)[C@@H](C)N(C(=O)c2ccc([C@@]3(C)NC(=O)NC3=O)cc2)C1=O,P62166,Q9NPQ8,0.0151810817577664,-4.79979,168_ric8_virtual_library,0.5907350495035801,3.534209739647034,0.0,1,Synthemol,-9.4,-9.1,-7.12105
CC(C)NC(=O)c1ccc2c(c1)[NH+]=CN([C@@H]1CCC(=O)NC1=O)C2,P62166,Q9NPQ8,0.5428796847753652,-4.79767,6_ric8_virtual_library,0.4236203558739604,3.930128067791122,0.0,1,Hgraph,-7.3,-7.6,-5.85666
CNCC(=O)C(=O)[C@H]([NH3+])[C@@H](C)c1cccc(-c2cccc(C(N)=S)c2)c1,P62166,Q9NPQ8,0.1699137526435337,-4.78848,159_ric8_virtual_library,0.6725024828749653,3.6970201325099534,0.0,1,Freed2,-7.4,-7.0,-5.86804
CC[C@H](C=O)Nc1ccc(C(=O)C(N)=O)c(-c2cc3c(cc2S(C)(=O)=O)OCCO3)c1,P62166,Q9NPQ8,0.3650490957944964,-4.78335,110_ric8_virtual_library,0.5358058100461278,3.4303723853814843,0.0,1,Freed2,-6.6,-6.3,-6.08327
CC[C@@H](N)C(=O)c1ccc(-c2ccc(S(=O)(=O)NC)cc2C(=O)C(N)=O)s1,P62166,Q9NPQ8,0.3338595918882985,-4.78113,34_ric8_virtual_library,0.5247309302631495,3.235934801988149,0.0,1,Freed2,-6.7,-7.0,-5.81205
CNC(=O)[C@@H](C)Nc1nc2cc(S(N)(=O)=O)ccc2n2c(C)ncc12,P62166,Q9NPQ8,0.0986743952631669,-4.7801,328_ric8_virtual_library,0.579881540450305,3.166516976779258,0.0,1,Hgraph,-6.9,-6.6,-4.39267
CC(=O)N[C@H](C)c1ccc(-c2ccc(C(=O)N(C)C)s2)nc1,P62166,Q9NPQ8,0.0707017231312774,-4.77196,354_ric8_virtual_library,0.7242362993953804,2.8024964281061155,0.0,1,Hgraph,-6.5,-7.1,-6.266
CC(=O)NCc1ccc(NC(=O)[C@H](C)NC(=O)/C=C/c2ccc(Cl)cc2F)cc1,P62166,Q9NPQ8,0.2144725562305225,-4.76774,113_ric8_virtual_library,0.6516142608896905,2.5993343385944296,0.0,1,Taiga,-8.4,-7.9,-7.86028
CC(=O)N[C@H](C)c1ccc(C2=C(c3ccc(OCC(=O)[O-])cc3)C(=O)NC2=O)cc1,P62166,Q9NPQ8,0.2159324836591779,-4.76428,112_ric8_virtual_library,0.7154901689448341,3.072973581878124,0.0,1,Hgraph,-7.5,-7.0,-5.96609
C[C@@H](NC(=O)c1ccc2c(ccn2C)c1)C(=O)N[C@@H](C#N)CC(=O)[O-],P62166,Q9NPQ8,0.1500941854420989,-4.76129,183_ric8_virtual_library,0.6581033291333696,3.548286095652736,0.0,1,Hgraph,-6.5,-6.7,-5.76416
CC(C)NC(=O)c1ccc2c(c1)N=CN([C@H]1CCC(=O)NC1=O)C2,P62166,Q9NPQ8,0.4572571787283861,-4.75306,6_ric8_virtual_library,0.5067584748534184,3.330211420259549,0.0,1,Hgraph,-7.5,-7.8,-4.83228
C=Nc1cc2c(cc1-c1ccc(C(=O)C=O)cc1S(N)(=O)=O)OCCO2,P62166,Q9NPQ8,0.1154573705748328,-4.74649,253_ric8_virtual_library,0.6201009517559848,3.011775643309816,0.0,1,Freed2,-6.6,-6.5,-6.06246
C[C@H](NC(=O)c1ccc2nc3n(c2c1)CCCNC3=O)C(N)=O,P62166,Q9NPQ8,0.0823696522246032,-4.74645,444_ric8_virtual_library,0.5855800029765478,2.978254622739346,0.0,1,Hgraph,-7.3,-7.5,-5.69225
CC(=O)N[C@@H](C)C(=O)Nc1ccc2c(ccn2C(=O)N[C@H](C)C(=O)[O-])c1,P62166,Q9NPQ8,0.1623150372567718,-4.73283,91_ric8_virtual_library,0.5971297083918651,3.450932105888688,0.0,1,Hgraph,-7.5,-7.3,-6.15726
[H]/N=C(/c1ccccc1Br)c1ccc(C(N)=S)cc1S(=O)(=O)NC,P62166,Q9NPQ8,0.0098981521052655,-4.72724,170_ric8_virtual_library,0.7341342499637326,3.073266886830254,0.0,1,Freed2,0.0,0.0,-3.34529
CC1=CC(=O)N(c2ccc([C@H](C)NS(C)(=O)=O)cc2)C1=O,P62166,Q9NPQ8,0.169166070451765,-4.72642,109_ric8_virtual_library,0.5025600257890676,2.8577252627800984,0.0,1,Hgraph,-6.5,-6.4,-5.70603
CN(C)c1[nH]c2ccc(NC(=O)C[C@@H]3CCC(=O)NC3=O)cc2[nH+]1,P62166,Q9NPQ8,0.3933958598807936,-4.72413,48_ric8_virtual_library,0.6293605843023263,3.946786850799159,0.0,1,Synthemol,-7.9,-7.2,-3.31517
CC[C@@H](N)C(=O)c1ccc(S(=O)(=O)NC)cc1-c1ccc([C@@H]([NH3+])c2c[nH]c3ccccc23)cc1,P62166,Q9NPQ8,0.2469243028208075,-4.72196,116_ric8_virtual_library,0.5128482344168938,3.6612174855976094,0.0,1,Freed2,-7.7,-7.7,-6.52565
CC[C@@H]([NH3+])C(=O)C(=O)c1cccc(-c2ccc(S(=O)(=O)NN)cc2)c1,P62166,Q9NPQ8,0.161639831376482,-4.71949,88_ric8_virtual_library,0.6486669292099944,3.271470822933105,0.0,1,Freed2,-7.1,-7.5,-5.74737
C=CC(=O)Nc1c(C)c(C)c2oc(=O)c(C(C)=O)cc2c1C,P62166,Q9NPQ8,0.2078550449986592,-4.71899,123_ric8_virtual_library,0.6880719263882961,2.733572428804793,0.0,1,Hgraph,-6.8,-7.3,-6.53483
CC[C@H]([NH3+])C(=O)/C(=N/S(N)(=O)=O)c1ccc(-c2ccc(Br)s2)cc1,P62166,Q9NPQ8,0.1881088076976643,-4.71596,411_ric8_virtual_library,0.7823129678797027,3.714700608637187,0.0,1,Freed2,-6.7,-6.9,-4.85193
CNCNC(=O)C(=O)c1ccc(-c2occc2Br)c(S(=O)(=O)NC)c1,P62166,Q9NPQ8,0.0864360525897451,-4.71224,325_ric8_virtual_library,0.6754453066996908,2.9959824578960994,0.0,1,Freed2,-6.2,-6.6,-5.25096
CC[C@@H](N)C(=O)c1ccc(-c2ccc3c(c2)O[C@@H](C=S)CO3)cc1S(=O)(=O)NC,P62166,Q9NPQ8,0.1746186256085596,-4.70464,215_ric8_virtual_library,0.6946234787244872,3.784973581902297,0.0,1,Freed2,-7.1,-7.5,-2.57493
CC[C@@H]([NH3+])C(=O)c1ccc(S(=O)(=O)NC)cc1-c1ccc([C@H]([NH3+])c2c[nH]c3ccccc23)cc1,P62166,Q9NPQ8,0.2093973092806416,-4.69333,116_ric8_virtual_library,0.4364651502057036,3.95991691879599,0.0,1,Freed2,-7.8,-8.2,-6.60747
CC[C@@H]([NH3+])C(=O)c1ccc(-c2ccc3c(C(=O)[O-])c[nH]c3c2)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.0820227377145499,-4.69155,70_ric8_virtual_library,0.8212360073727599,3.7327174981731135,0.0,1,Freed2,-6.8,-8.2,-6.4818
CC(=O)[C@@H](C)[C@@H](N)C(=O)c1ccc(-c2ccccc2Cl)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.0940849017390103,-4.67549,200_ric8_virtual_library,0.8347495426165554,3.201134504359781,0.0,1,Freed2,-6.9,-7.1,-7.18866
CC(=O)NC(=O)[C@@H](C)NC(=O)c1ccc(N2CCOCC2)cc1,P62166,Q9NPQ8,0.1214298909468661,-4.6753,240_ric8_virtual_library,0.5218940809916616,2.435703901585501,0.0,1,Taiga,-7.1,-7.5,-5.68818
C=Cc1ccnc2c(-c3ccc([C@@H](C)[C@@H](N)C=O)cc3C(N)=S)cccc12,P62166,Q9NPQ8,0.5145487955019719,-4.67331,16_ric8_virtual_library,0.9004294888439193,3.749982468372939,0.0,1,Freed2,-7.6,-7.5,-6.57141
CCC(=O)N[C@H](C)c1ccc(-c2nc(=O)ccn2[C@@H](C)C(=O)N[C@@H](C)C(=O)OC)cc1,P62166,Q9NPQ8,0.1764809727239607,-4.66895,385_ric8_virtual_library,0.6459659095189014,3.464011493792764,0.0,1,Hgraph,-6.8,-7.0,-6.79204
CNCC(=O)c1ccc([C@H](C)[C@H](N)C=O)cc1-c1cc(NC(N)=O)c(Br)s1,P62166,Q9NPQ8,0.0223191005100396,-4.66393,312_ric8_virtual_library,0.5131917723119686,3.9728763608913775,0.0,1,Freed2,-6.4,-6.4,-6.64039
C[C@@H](NC(=O)CCC[C@@]1(C)NC(=O)NC1=O)c1ccc(-c2ccc([NH+](C)C)cc2)cc1,P62166,Q9NPQ8,0.30204293286036,-4.66163,26_ric8_virtual_library,0.4826318785470119,3.892444224448584,0.0,1,Synthemol,-8.5,-8.2,-4.5414
C[C@H](/C=C/c1ccc(N2CCCC2=O)cc1S(N)(=O)=O)[C@@H](N)C=O,P62166,Q9NPQ8,0.2674505559878189,-4.66035,25_ric8_virtual_library,0.5214829518808248,3.716861286856296,0.0,1,Freed2,-6.0,-6.5,-5.22784
CNC(=O)COc1ccc(Cl)cc1NC(=O)c1ccc(Br)cc1S(N)(=O)=O,P62166,Q9NPQ8,0.0232012927383156,-4.64485,497_ric8_virtual_library,0.7301303019895742,2.20454893338702,0.0,1,Taiga,-6.9,-6.6,-5.79934
C[C@@H](NC(=O)Cn1ncc2cc([C@H]3CC(=O)NC3=O)ccc21)C(=O)[O-],P62166,Q9NPQ8,0.2365516076233193,-4.64079,36_ric8_virtual_library,0.5617712966418178,3.652498057092832,0.0,1,Hgraph,-7.5,-7.5,-5.60779
Cc1cc(S(C)(=O)=O)ccc1-c1c(-c2ccc3c(c2)C[C@H](C(=O)[O-])O3)cnc2c1cnn2C(C)C,P62166,Q9NPQ8,0.2150405474770825,-4.63843,326_ric8_virtual_library,0.4908092269480842,3.497316895802263,0.0,1,Hgraph,-7.8,-8.4,-7.45224
C[C@@H](/C=C/c1ccc(N2CCCC2=O)cc1S(N)(=O)=O)[C@@H](N)C=O,P62166,Q9NPQ8,0.2677331611896518,-4.63831,25_ric8_virtual_library,0.5214829518808248,3.716861286856296,0.0,1,Freed2,-6.3,-6.6,-5.7779
CNC(=O)c1cnc2ccc(C(C)=O)c([N-]S(C)(=O)=O)c2c1,P62166,Q9NPQ8,0.0152256607270137,-4.63649,310_ric8_virtual_library,0.7259301896588509,3.144759863053771,0.0,1,Hgraph,-6.7,-6.3,-4.97327
CC(=O)N[C@@H](C)C(=O)NC(=O)/C=C/c1ccc(O[C@H](C)C(C)=O)cc1,P62166,Q9NPQ8,0.2863776491542174,-4.61505,63_ric8_virtual_library,0.5518777552025826,3.014886176695488,0.0,1,Taiga,-7.5,-7.3,-6.67926
C[C@H]1COc2c(F)c(F)cc3c(=O)c(C(=O)Nc4ccc([C@@]5(C)NC(=O)NC5=O)cc4)cn1c23,P62166,Q9NPQ8,0.3026143909545499,-4.61329,24_ric8_virtual_library,0.7076794471493355,3.5999578215438586,0.0,1,Synthemol,-9.5,-10.2,-6.16198
CCOc1ccc(/C=C/C(=O)Nc2ccc(S(C)(=O)=O)cc2Cl)cc1OC,P62166,Q9NPQ8,0.0887441122340005,-4.60565,320_ric8_virtual_library,0.8573218595125444,2.0808184774305367,0.0,1,Taiga,-6.8,-7.7,-7.34539
CNC(=O)c1ccc2nc(N[C@H](C)c3cccc(S(C)(=O)=O)c3)nc(NC(C)C)c2c1,P62166,Q9NPQ8,0.0966380917217743,-4.59959,267_ric8_virtual_library,0.6917172667502841,2.891491480404108,0.0,1,Hgraph,-8.2,-8.0,-4.28672
[H]/N=C\c1cc(-c2ccc(S(N)(=O)=O)c(Cl)c2)ccc1C(=O)[C@@H](N)CC,P62166,Q9NPQ8,0.1525563004966487,-4.59812,45_ric8_virtual_library,0.7011284775151816,3.663971241701701,0.0,1,Freed2,0.0,0.0,-6.2815
CCCN(C(=O)c1ccc(C[C@@H]2CC(=O)NC2=O)cc1)[C@H]1CC(=O)[N-]C1=O,P62166,Q9NPQ8,0.2473006788884926,-4.59793,38_ric8_virtual_library,0.5386941968407052,3.980548622219093,0.0,1,Synthemol,-7.3,-7.4,-6.22906
Cc1nnc(-c2ccc(NC(=O)[C@@H](C)NC(=O)CCS(C)(=O)=O)cc2)[nH]1,P62166,Q9NPQ8,0.1022879787825032,-4.59618,545_ric8_virtual_library,0.6208153690002133,3.025445019754633,0.0,1,Hgraph,-6.6,-7.1,-4.45045
CNCC(=O)c1ccc(-c2occc2Br)c([C@H](C)[C@@H](N)C(=O)S(C)(=O)=O)c1,P62166,Q9NPQ8,0.097140461850657,-4.59049,58_ric8_virtual_library,0.6795529893607611,3.9790419299114,0.0,1,Freed2,-6.3,-6.4,-6.58631
C[C@@H](c1ccc(N2CCCS2(=O)=O)cc1)N(C)S(=O)(=O)CC[C@H]1NC(=O)NC1=O,P62166,Q9NPQ8,0.2199329688430849,-4.59018,97_ric8_virtual_library,0.500147940168862,3.672345373528393,0.0,1,Synthemol,-7.0,-6.6,-5.1384
Cc1c(NS(C)(=O)=O)ccc2[n-]c(=O)c(C(N)=O)nc12,P62166,Q9NPQ8,0.0082190311208859,-4.58477,204_ric8_virtual_library,0.6046615349459933,3.5601686255801166,0.0,1,Hgraph,-6.7,-6.4,-5.30989
CNC(=O)c1sc2ncn([C@H](C)C(=O)N[C@@H](C)C(=O)[O-])c(=O)c2c1C,P62166,Q9NPQ8,0.035671468376188,-4.5845,62_ric8_virtual_library,0.5059629455716899,3.628219127326945,0.0,1,Hgraph,-6.8,-6.7,-5.79378
O=C1C[C@H](c2cnc3ccc(Br)cn23)C(=O)N1,P62166,Q9NPQ8,0.2186277692766562,-4.56315,53_ric8_virtual_library,0.5658427653598032,3.340815806606069,0.0,1,Hgraph,-6.6,-6.0,-4.19326
C=C(C)C(=O)Nc1ccc(C(=O)OC)c(S(C)(=O)=O)c1,P62166,Q9NPQ8,0.1305352301256927,-4.56135,222_ric8_virtual_library,0.5145216555925817,2.174274079415106,0.0,1,Hgraph,-5.9,-6.0,-5.56485
CC[C@H]([NH3+])C(=O)[N-]S(=O)(=O)c1cc(-c2ccc(Br)cc2)ccc1-c1ccccc1N,P62166,Q9NPQ8,0.2104528260449302,-4.56111,203_ric8_virtual_library,0.8875072588575013,3.6991450369290977,0.0,1,Freed2,-8.3,-7.6,-2.82146
CNCC(=O)c1ccc(S(N)(=O)=O)cc1-c1cc2c(cc1C(=O)C=O)OCCO2,P62166,Q9NPQ8,0.3438986103593229,-4.55835,27_ric8_virtual_library,0.5349543330744361,2.8146974215212257,0.0,1,Freed2,-6.4,-6.2,-6.92056
CC(=O)Nc1ccc2ncc(C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])n2c1,P62166,Q9NPQ8,0.0387347883510308,-4.55202,471_ric8_virtual_library,0.583450618721657,3.7450919299114016,0.0,1,Hgraph,-7.3,-6.7,-4.31739
CC[C@H](N)C(=O)/C=C/c1ccc(-c2ccc3c(c2)CCNC3)c(C(=O)C(N)=O)c1,P62166,Q9NPQ8,0.082306044862363,-4.54708,338_ric8_virtual_library,0.7216319637037856,3.3266124368850285,0.0,1,Freed2,-7.8,-8.4,-4.23006
CC[C@@H](N)C(=O)c1ccc(S(=O)(=O)NC)cc1-c1ccc([C@H](N)c2c[nH]c3ccccc23)cc1,P62166,Q9NPQ8,0.1314249465255139,-4.54348,116_ric8_virtual_library,0.5359472954709255,3.346355947136072,0.0,1,Freed2,-7.8,-8.2,-4.8713
CC[C@@H](C)NC(=O)c1ccc2c([C@@H](C)NC(=O)CCC(=O)[O-])cc(=O)oc2c1,P62166,Q9NPQ8,0.2782992257760595,-4.53883,400_ric8_virtual_library,0.6822636888461436,3.441127257675314,0.0,1,Hgraph,-7.0,-7.4,-6.18582
CNCC(=O)c1ccc(-c2ccc(-c3nnco3)c([C@H](C)[C@H](N)C=O)c2)s1,P62166,Q9NPQ8,0.0487957557443563,-4.52879,288_ric8_virtual_library,0.623467582981092,3.982804986591562,0.0,1,Freed2,-6.6,-7.1,-6.61886
CC(=O)Nc1ccc(NC(=S)[N-]C(=O)[C@@H](C)Oc2ccc(S(C)(=O)=O)cc2F)cc1,P62166,Q9NPQ8,0.2994573624874689,-4.52215,32_ric8_virtual_library,0.781228448880534,3.34623180451225,0.0,1,Taiga,-7.5,-7.8,-6.23745
CCCN(C(=O)c1ccc(C[C@H]2CC(=O)NC2=O)cc1)[C@H]1CC(=O)[N-]C1=O,P62166,Q9NPQ8,0.1790815516679635,-4.5208,38_ric8_virtual_library,0.5386941968407052,3.980548622219093,0.0,1,Synthemol,-7.4,-7.2,-5.7784
CC(C)NC(=O)[C@H](C)NC(=O)C(=O)Nc1ccc(OC(=O)C(C)(F)F)cc1Cl,P62166,Q9NPQ8,0.0162963484602057,-4.51954,521_ric8_virtual_library,0.5224403417038065,2.9502918589961418,0.0,1,Taiga,-7.6,-7.4,-4.43875
CC[C@@H](N)C(=O)c1ccc(-c2nnc(C(=O)CNC)o2)cc1C=O,P62166,Q9NPQ8,0.1347641412702898,-4.51913,177_ric8_virtual_library,0.5035118101841978,3.4255079028814057,0.0,1,Freed2,-6.5,-6.7,-6.97825
C[C@@H](NC(=O)COc1ccc(N2CCOCC2)cc1)S(C)(=O)=O,P62166,Q9NPQ8,0.105536637729875,-4.51823,280_ric8_virtual_library,0.5121174141826679,2.738620968893194,0.0,1,Taiga,-6.5,-6.4,-5.06475
CC[C@H]([NH3+])C(=O)c1nnc(-c2cccc(-c3cc(S(C)(=O)=O)co3)c2)o1,P62166,Q9NPQ8,0.0281312106501853,-4.51024,548_ric8_virtual_library,0.6798238502394764,3.725105637306097,0.0,1,Freed2,-7.5,-7.3,-5.58915
C[C@H](OC(=O)C[C@H]1CCC(=O)NC1=O)C(=O)Nc1ccc(N2CCCC2=O)cc1,P62166,Q9NPQ8,0.4572835252457065,-4.51012,39_ric8_virtual_library,0.5155166608431906,3.1293353767740912,0.0,1,Synthemol,-7.3,-7.5,-7.06968
CC(C)NC(=O)c1ccc(-c2ccccc2S(C)(=O)=O)c(-c2ccc(C(N)=O)cc2)n1,P62166,Q9NPQ8,0.0135030901251579,-4.50769,532_ric8_virtual_library,0.9043432244284176,2.277938273738144,0.0,1,Hgraph,-7.3,-7.5,-6.22239
CC[C@@H](N)C(=O)c1cc(S(C)(=O)=O)ccc1/C=C/[C@H]1CCC(=O)N1,P62166,Q9NPQ8,0.2308648189361818,-4.49955,321_ric8_virtual_library,0.5505781194306454,3.6593443637793737,0.0,1,Freed2,-7.5,-7.0,-5.75893
CC[C@H](NC(=O)N(C)C)C(=O)Nc1ccc(S(C)(=O)=O)cc1,P62166,Q9NPQ8,0.0920580464293471,-4.49301,311_ric8_virtual_library,0.5234207028764214,2.510165685400546,0.0,1,Taiga,-6.3,-6.3,-5.60032
CNC(=O)c1sc2ncn([C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])c(=O)c2c1C,P62166,Q9NPQ8,0.1286706534947436,-4.4835,62_ric8_virtual_library,0.5059629455716899,3.628219127326945,0.0,1,Hgraph,-6.6,-6.7,-5.71387
CNS(=O)(=O)c1cccc(-c2ccc(-c3occc3Br)c([C@@H](C)[C@H](N)C=O)c2)c1,P62166,Q9NPQ8,0.1285064014457821,-4.46759,141_ric8_virtual_library,0.9518018864258448,3.674647428056143,0.0,1,Freed2,-7.4,-7.7,-7.52821
COc1ccc2c(-c3ccc(NC(=O)NC(=O)CC(C)C)cc3)cc(=O)oc2c1OC,P62166,Q9NPQ8,0.015340866260268,-4.46555,527_ric8_virtual_library,0.868768579986128,2.3413493207759224,0.0,1,Hgraph,-7.6,-8.8,-6.60282
CC[C@@H]([NH3+])C(=O)c1ccc(S(=O)(=O)N(C)CC=O)cc1-c1cccc2c1OCO2,P62166,Q9NPQ8,0.0700020390491659,-4.45078,380_ric8_virtual_library,0.7081968748526412,3.655420300132892,0.0,1,Freed2,-6.5,-6.5,-5.83736
[H]/N=C(\c1ccccc1Br)c1ccc(C(N)=S)cc1S(=O)(=O)NC,P62166,Q9NPQ8,0.0794223248034827,-4.44794,170_ric8_virtual_library,0.7341342499637326,3.073266886830254,0.0,1,Freed2,0.0,0.0,-5.83989
O=C1C[C@@H](c2cnc3ccc(Br)cn23)C(=O)N1,P62166,Q9NPQ8,0.1815967402568402,-4.44698,53_ric8_virtual_library,0.5658427653598032,3.340815806606069,0.0,1,Hgraph,-6.2,-6.0,-4.48354
C[NH2+]CC(=O)c1cc(-c2cc(C(=O)C[NH3+])ccc2NC(N)=O)sc1Br,P62166,Q9NPQ8,0.0101033148399377,-4.43802,144_ric8_virtual_library,0.5118982913732206,3.854256666040896,0.0,1,Freed2,-6.4,-6.1,-7.44252
C[S@](=O)NC(=O)C(=O)c1ccc(NC(N)=O)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.2912350129460852,-4.43725,101_ric8_virtual_library,0.6305062628818169,3.2064869469429684,0.0,1,Freed2,-7.2,-7.5,-5.56401
CNCC(=O)C(=O)[C@@H]([NH3+])[C@@H](C)c1ccc(-c2ccccc2S(=O)(=O)NC)c(Cl)c1,P62166,Q9NPQ8,0.1660686851208664,-4.43544,480_ric8_virtual_library,0.6182935103496561,3.78417423278987,0.0,1,Freed2,-7.2,-7.2,-6.02575
CNS(=O)(=O)c1ccc(C(N)=S)c(-c2c[nH]c3cc(C(=O)C(N)=O)ccc23)c1,P62166,Q9NPQ8,0.2699217299064763,-4.4319,71_ric8_virtual_library,0.5654036316157952,2.6968980304926227,0.0,1,Freed2,-7.2,-6.7,-6.33375
CC[C@H](N)C(=O)/C(=N/S([NH-])(=O)=O)c1ccc(-c2ccc(Br)s2)cc1,P62166,Q9NPQ8,0.2101019706590039,-4.42268,411_ric8_virtual_library,0.8222856184296367,3.589616584968549,0.0,1,Freed2,-6.7,-6.9,-7.14577
C[C@]1(c2cccc(C(=O)Nc3ccc(C[C@H]4CC(=O)NC4=O)cc3)c2)NC(=O)NC1=O,P62166,Q9NPQ8,0.3823411445710666,-4.41935,11_ric8_virtual_library,0.5343807586282294,3.242631806954289,0.0,1,Synthemol,-9.2,-9.7,-7.13075
CC(=O)c1ccc(-c2nc(C(N)=O)n3ccnc(NC(=O)[C@H](C)N)c23)cc1,P62166,Q9NPQ8,0.0752018074502752,-4.41015,59_ric8_virtual_library,0.5816555599268004,3.1520415067698533,0.0,1,Hgraph,-7.3,-7.2,-5.62643
COCCn1c(CNS(C)(=O)=O)nc2cc(S(N)(=O)=O)ccc21,P62166,Q9NPQ8,0.0029993492389912,-4.40231,573_ric8_virtual_library,0.5844272999163582,2.3857434950582004,0.0,1,Hgraph,-5.2,-5.8,-5.05897
CC(=O)Nc1ccc2c(-c3ccc(OCC(=O)[O-])cc3)cc(=O)oc2c1,P62166,Q9NPQ8,0.1972474991023078,-4.40195,128_ric8_virtual_library,0.7836069264289962,2.436780806639636,0.0,1,Hgraph,-7.6,-8.1,-6.50127
CNCC(=O)N(c1ccc(N2CCOCC2)cc1)c1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,P62166,Q9NPQ8,0.5748583173228576,-4.39689,3_ric8_virtual_library,0.5713418477869626,3.393685949604988,0.0,1,Synthemol,-8.1,-8.3,-4.24574
CNc1ccc2c(ccn2[C@@H]2CCC(=O)NC2=O)c1,P62166,Q9NPQ8,0.261536673386267,-4.39459,129_ric8_virtual_library,0.5966193532412035,2.98638534777721,0.0,1,Hgraph,-6.8,-6.5,-5.35358
CC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(NS(C)(=O)=O)cc1,P62166,Q9NPQ8,0.0335738510620801,-4.39209,469_ric8_virtual_library,0.645845437284704,2.109881148122808,0.0,1,Taiga,-6.9,-7.0,-4.81433
CNS(=O)(=O)c1c[nH]c(C(=O)Nc2ccc(C[C@H]3CC(=O)NC3=O)cc2)c1,P62166,Q9NPQ8,0.4390595029374234,-4.39206,8_ric8_virtual_library,0.5135530984186948,2.977497340449688,0.0,1,Synthemol,-7.8,-7.5,-5.12052
